WIFI Pier,-45,1
Casanova 2,-58,1
timelapse,-76,1
FaryLink_0F1687,-75,1
FaryLink_0F081B,-57,1
HP-Print-92-Deskjet 3540 series,-82,1
cv norte,-79,1
WebSTAR,-84,6
HP-Print-9C-LaserJet M12,-87,6
Motorola,-83,11
BGH-ACCF2377FF1A,-93,1
Casanova 2,-71,1
